0.5576 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
263.0504 	EXP 	txtProbe: autoDraw = True
264.2071 	DATA 	Keypress: left
264.2177 	EXP 	txtList: autoDraw = False
264.2177 	EXP 	txtProbe: autoDraw = False
264.3031 	EXP 	New trial (rep=6, index=4): {'length': 5, 'present': 1}
264.3178 	EXP 	txtList: text = <class 'numpy.ndarray'>
264.3178 	EXP 	txtProbe: text = 5
264.8016 	EXP 	txtList: autoDraw = True
266.3031 	EXP 	txtList: autoDraw = False
268.3048 	EXP 	txtProbe: autoDraw = True
268.9604 	DATA 	Keypress: left
268.9716 	EXP 	txtList: autoDraw = False
268.9716 	EXP 	txtProbe: autoDraw = False
269.0568 	EXP 	New trial (rep=6, index=5): {'length': 1, 'present': 1}
269.0718 	EXP 	txtList: text = array([0])
269.0718 	EXP 	txtProbe: text = 0
269.5558 	EXP 	txtList: autoDraw = True
